,Sentence1,Sentence2,Pair_ID,Sense1,Sense2,Verb,PairType
256,The man folded the paperbacks.,The paper folded the otherwayround.,fold0,fold (something) together,fold (something) over on itself,fold,different
257,The man folded the paperbacks.,The teacher folded the paper.,fold1,fold (something) together,fold (something) up,fold,different
258,The boy folded the paper.,The woman folded the blanket.,fold10,fold (something) over,fold (something) over,fold,same
259,The child folded the paper.,The teacher folded the paper.,fold11,fold (something) up,fold (something) up,fold,same
260,The man folded the paperbacks.,The two folded the blanket.,fold12,fold (something) together,fold (something) together,fold,same
261,The newspaper folded the letter.,The paper folded the otherwayround.,fold13,fold (something) over on itself,fold (something) over on itself,fold,same
262,The waiter folded the napkins.,The woman folded the paper.,fold14,fold (something) in a specific way,fold (something) in a specific way,fold,same
263,The man folded the paperbacks.,The woman folded the blanket.,fold2,fold (something) together,fold (something) over,fold,different
264,The man folded the paperbacks.,The woman folded the paper.,fold3,fold (something) together,fold (something) in a specific way,fold,different
265,The paper folded the otherwayround.,The teacher folded the paper.,fold4,fold (something) over on itself,fold (something) up,fold,different
266,The paper folded the otherwayround.,The woman folded the blanket.,fold5,fold (something) over on itself,fold (something) over,fold,different
267,The paper folded the otherwayround.,The woman folded the paper.,fold6,fold (something) over on itself,fold (something) in a specific way,fold,different
268,The teacher folded the paper.,The woman folded the blanket.,fold7,fold (something) up,fold (something) over,fold,different
269,The teacher folded the paper.,The woman folded the paper.,fold8,fold (something) up,fold (something) in a specific way,fold,different
270,The woman folded the blanket.,The woman folded the paper.,fold9,fold (something) over,fold (something) in a specific way,fold,different
271,The burglar grabbed the necklace.,The thief grabbed the purse.,grab0,to take hold of something firmly often with ones hands or arms,to take hold of something firmly often with ones hands or arms,grab,same
272,The boy hacked the computer.,The hacker hacked the database.,hack0,"to experiment or tinker with something, often in a playful or exploratory manner",to bypass security measures or gain unauthorized access to a system or network,hack,different
273,The boy hacked the computer.,The hacker hacked the game.,hack1,"to experiment or tinker with something, often in a playful or exploratory manner","to modify or customize something, often in a creative or unconventional way",hack,different
274,The boy hacked the computer.,The programmer hacked the system.,hack10,"to experiment or tinker with something, often in a playful or exploratory manner","to experiment or tinker with something, often in a playful or exploratory manner",hack,same
275,The company hacked the firmware.,The hacker hacked the game.,hack11,"to modify or customize something, often in a creative or unconventional way","to modify or customize something, often in a creative or unconventional way",hack,same
276,The hacker hacked the database.,The hacker hacked the website.,hack12,to bypass security measures or gain unauthorized access to a system or network,to bypass security measures or gain unauthorized access to a system or network,hack,same
277,The hacker hacked the system.,The hackers hacked the mainframe.,hack13,to manipulate or control something using a computer or other digital technology,to manipulate or control something using a computer or other digital technology,hack,same
278,The team hacked the software.,The team hacked the system.,hack14,to solve a problem or challenge in an innovative or outside-the-box way,to solve a problem or challenge in an innovative or outside-the-box way,hack,same
279,The boy hacked the computer.,The hacker hacked the system.,hack2,"to experiment or tinker with something, often in a playful or exploratory manner",to manipulate or control something using a computer or other digital technology,hack,different
280,The boy hacked the computer.,The team hacked the software.,hack3,"to experiment or tinker with something, often in a playful or exploratory manner",to solve a problem or challenge in an innovative or outside-the-box way,hack,different
281,The hacker hacked the database.,The hacker hacked the game.,hack4,to bypass security measures or gain unauthorized access to a system or network,"to modify or customize something, often in a creative or unconventional way",hack,different
282,The hacker hacked the database.,The hacker hacked the system.,hack5,to bypass security measures or gain unauthorized access to a system or network,to manipulate or control something using a computer or other digital technology,hack,different
283,The hacker hacked the database.,The team hacked the software.,hack6,to bypass security measures or gain unauthorized access to a system or network,to solve a problem or challenge in an innovative or outside-the-box way,hack,different
284,The hacker hacked the game.,The hacker hacked the system.,hack7,"to modify or customize something, often in a creative or unconventional way",to manipulate or control something using a computer or other digital technology,hack,different
285,The hacker hacked the game.,The team hacked the software.,hack8,"to modify or customize something, often in a creative or unconventional way",to solve a problem or challenge in an innovative or outside-the-box way,hack,different
286,The hacker hacked the system.,The team hacked the software.,hack9,to manipulate or control something using a computer or other digital technology,to solve a problem or challenge in an innovative or outside-the-box way,hack,different
287,The ball hit the wall.,The book hit the shelves.,hit0,strike or collide with something,cause a reaction or response,hit,different
288,The ball hit the wall.,The bullet hit the wall.,hit1,strike or collide with something,reach or affect something,hit,different
289,The book hit the shelves.,The trumpeter hit the highnotes.,hit10,cause a reaction or response,play a musical note,hit,different
290,The bullet hit the wall.,The candidate hit the mark.,hit11,reach or affect something,fulfill a requirement or expectation,hit,different
291,The bullet hit the wall.,The car hit the guardrail.,hit12,reach or affect something,use violence or force,hit,different
292,The bullet hit the wall.,The song hit the charts.,hit13,reach or affect something,be popular or successful,hit,different
293,The bullet hit the wall.,The trumpeter hit the highnotes.,hit14,reach or affect something,play a musical note,hit,different
294,The candidate hit the mark.,The car hit the guardrail.,hit15,fulfill a requirement or expectation,use violence or force,hit,different
295,The candidate hit the mark.,The song hit the charts.,hit16,fulfill a requirement or expectation,be popular or successful,hit,different
296,The candidate hit the mark.,The trumpeter hit the highnotes.,hit17,fulfill a requirement or expectation,play a musical note,hit,different
297,The car hit the guardrail.,The song hit the charts.,hit18,use violence or force,be popular or successful,hit,different
298,The car hit the guardrail.,The trumpeter hit the highnotes.,hit19,use violence or force,play a musical note,hit,different
299,The ball hit the wall.,The candidate hit the mark.,hit2,strike or collide with something,fulfill a requirement or expectation,hit,different
300,The song hit the charts.,The trumpeter hit the highnotes.,hit20,be popular or successful,play a musical note,hit,different
301,The ball hit the wall.,The car hit the wall.,hit21,strike or collide with something,strike or collide with something,hit,same
302,The band hit the charts.,The song hit the charts.,hit22,be popular or successful,be popular or successful,hit,same
303,The book hit the shelves.,The boss hit the employee.,hit23,cause a reaction or response,cause a reaction or response,hit,same
304,The bullet hit the wall.,The water hit the ground.,hit24,reach or affect something,reach or affect something,hit,same
305,The candidate hit the mark.,The student hit the books.,hit25,fulfill a requirement or expectation,fulfill a requirement or expectation,hit,same
306,The car hit the guardrail.,The police hit the rioters.,hit26,use violence or force,use violence or force,hit,same
307,The piano hit the notes.,The trumpeter hit the highnotes.,hit27,play a musical note,play a musical note,hit,same
308,The ball hit the wall.,The car hit the guardrail.,hit3,strike or collide with something,use violence or force,hit,different
309,The ball hit the wall.,The song hit the charts.,hit4,strike or collide with something,be popular or successful,hit,different
310,The ball hit the wall.,The trumpeter hit the highnotes.,hit5,strike or collide with something,play a musical note,hit,different
311,The book hit the shelves.,The bullet hit the wall.,hit6,cause a reaction or response,reach or affect something,hit,different
312,The book hit the shelves.,The candidate hit the mark.,hit7,cause a reaction or response,fulfill a requirement or expectation,hit,different
313,The book hit the shelves.,The car hit the guardrail.,hit8,cause a reaction or response,use violence or force,hit,different
314,The book hit the shelves.,The song hit the charts.,hit9,cause a reaction or response,be popular or successful,hit,different
315,The boy insulted the teacher.,The guy insulted the waitress.,insult0,to hurt or offend someone with a word or action intentionally or unintentionally,to hurt or offend someone with a word or action intentionally or unintentionally,insult,same
316,The man kicked the ball.,The player kicked the ball.,kick0,to strike or forcefully push something with ones foot,to strike or forcefully push something with ones foot,kick,same
317,The company killed the project.,The lawyers killed the bill.,kill0,end or terminate,remove or destroy,kill,different
318,The company killed the project.,The murderer killed the victim.,kill1,end or terminate,cause death,kill,different
319,The company killed the project.,The performance killed the mood.,kill2,end or terminate,ruin or spoil,kill,different
320,The lawyers killed the bill.,The murderer killed the victim.,kill3,remove or destroy,cause death,kill,different
321,The lawyers killed the bill.,The performance killed the mood.,kill4,remove or destroy,ruin or spoil,kill,different
322,The murderer killed the victim.,The performance killed the mood.,kill5,cause death,ruin or spoil,kill,different
323,The bird killed the bee.,The lawyers killed the bill.,kill6,remove or destroy,remove or destroy,kill,same
324,The company killed the project.,The program killed the processses.,kill7,end or terminate,end or terminate,kill,same
325,The murderer killed the victim.,The police killed the robber.,kill8,cause death,cause death,kill,same
326,The performance killed the mood.,The rain killed the picnic.,kill9,ruin or spoil,ruin or spoil,kill,same
327,The child knew the answer.,The doctor knew the patient.,know0,be acquainted with,be conscious of,know,different
328,The child knew the answer.,The doctor knew the symptoms.,know1,be acquainted with,be aware of,know,different
329,The doctor knew the symptoms.,The man knew the song.,know10,be aware of,recognize or be familiar with,know,different
330,The doctor knew the symptoms.,The teacher knew the lesson.,know11,be aware of,understand or comprehend,know,different
331,The dog knew the trick.,The man knew the song.,know12,have knowledge of,recognize or be familiar with,know,different
332,The dog knew the trick.,The teacher knew the lesson.,know13,have knowledge of,understand or comprehend,know,different
333,The man knew the song.,The teacher knew the lesson.,know14,recognize or be familiar with,understand or comprehend,know,different
334,The cat knew the rat.,The doctor knew the patient.,know15,be conscious of,be conscious of,know,same
335,The child knew the answer.,The children knew the names.,know16,be acquainted with,be acquainted with,know,same
336,The doctor knew the symptoms.,The man knew the time.,know17,be aware of,be aware of,know,same
337,The dog knew the trick.,The teacher knew the answers.,know18,have knowledge of,have knowledge of,know,same
338,The man knew the song.,The teacher knew the student.,know19,recognize or be familiar with,recognize or be familiar with,know,same
339,The child knew the answer.,The dog knew the trick.,know2,be acquainted with,have knowledge of,know,different
340,The teacher knew the answer.,The teacher knew the lesson.,know20,understand or comprehend,understand or comprehend,know,same
341,The child knew the answer.,The man knew the song.,know3,be acquainted with,recognize or be familiar with,know,different
342,The child knew the answer.,The teacher knew the lesson.,know4,be acquainted with,understand or comprehend,know,different
343,The doctor knew the patient.,The doctor knew the symptoms.,know5,be conscious of,be aware of,know,different
344,The doctor knew the patient.,The dog knew the trick.,know6,be conscious of,have knowledge of,know,different
345,The doctor knew the patient.,The man knew the song.,know7,be conscious of,recognize or be familiar with,know,different
346,The doctor knew the patient.,The teacher knew the lesson.,know8,be conscious of,understand or comprehend,know,different
347,The doctor knew the symptoms.,The dog knew the trick.,know9,be aware of,have knowledge of,know,different
348,The army launched the invasion.,The company launched the lawsuit.,launch0,begin an attack or offensive,launch a legal action,launch,different
349,The army launched the invasion.,The president launched the investigation.,launch1,begin an attack or offensive,set in motion or put into action,launch,different
350,The army launched the invasion.,The enemy launched the bombing.,launch10,begin an attack or offensive,begin an attack or offensive,launch,same
351,The company launched the lawsuit.,The lawyer launched the lawsuit.,launch11,launch a legal action,launch a legal action,launch,same
352,The newscaster launched the newsbroadcasting.,The spacecraft launched the satelite.,launch12,start or begin something,start or begin something,launch,same
353,The president launched the investigation.,The president launched the spacecraft.,launch13,set in motion or put into action,set in motion or put into action,launch,same
354,The ship launched the lifeboat.,The ship launched the rocket.,launch14,send or propel something forward,send or propel something forward,launch,same
355,The army launched the invasion.,The ship launched the rocket.,launch2,begin an attack or offensive,send or propel something forward,launch,different
356,The army launched the invasion.,The spacecraft launched the satelite.,launch3,begin an attack or offensive,start or begin something,launch,different
357,The company launched the lawsuit.,The president launched the investigation.,launch4,launch a legal action,set in motion or put into action,launch,different
358,The company launched the lawsuit.,The ship launched the rocket.,launch5,launch a legal action,send or propel something forward,launch,different
359,The company launched the lawsuit.,The spacecraft launched the satelite.,launch6,launch a legal action,start or begin something,launch,different
360,The president launched the investigation.,The ship launched the rocket.,launch7,set in motion or put into action,send or propel something forward,launch,different
361,The president launched the investigation.,The spacecraft launched the satelite.,launch8,set in motion or put into action,start or begin something,launch,different
362,The ship launched the rocket.,The spacecraft launched the satelite.,launch9,send or propel something forward,start or begin something,launch,different
363,The man mailed the letters.,The postman mailed the letter.,mail0,to send something typically a letter or package through the postal service,to send something typically a letter or package through the postal service,mail,same
364,The child met the dog.,The committee met the chairman.,meet0,experience or undergo something,have a meeting or appointment,meet,different
365,The child met the dog.,The man met the woman.,meet1,experience or undergo something,become acquainted with,meet,different
366,The man met the woman.,The proposal met the approval.,meet10,become acquainted with,satisfy a condition or requirement,meet,different
367,The man met the woman.,The teacher met the students.,meet11,become acquainted with,talk or communicate with someone,meet,different
368,The president met the prince.,The proposal met the approval.,meet12,encounter face-to-face,satisfy a condition or requirement,meet,different
369,The president met the prince.,The teacher met the students.,meet13,encounter face-to-face,talk or communicate with someone,meet,different
370,The proposal met the approval.,The teacher met the students.,meet14,satisfy a condition or requirement,talk or communicate with someone,meet,different
371,The child met the dog.,The meeting met the criteria.,meet15,experience or undergo something,experience or undergo something,meet,same
372,The children met the mayor.,The president met the prince.,meet16,encounter face-to-face,encounter face-to-face,meet,same
373,The committee met the chairman.,The two met the nextday.,meet17,have a meeting or appointment,have a meeting or appointment,meet,same
374,The first met the second.,The man met the woman.,meet18,become acquainted with,become acquainted with,meet,same
375,The police met the gangsters.,The teacher met the students.,meet19,talk or communicate with someone,talk or communicate with someone,meet,same
376,The child met the dog.,The president met the prince.,meet2,experience or undergo something,encounter face-to-face,meet,different
377,The proposal met the approval.,The two met the standards.,meet20,satisfy a condition or requirement,satisfy a condition or requirement,meet,same
378,The child met the dog.,The proposal met the approval.,meet3,experience or undergo something,satisfy a condition or requirement,meet,different
379,The child met the dog.,The teacher met the students.,meet4,experience or undergo something,talk or communicate with someone,meet,different
380,The committee met the chairman.,The man met the woman.,meet5,have a meeting or appointment,become acquainted with,meet,different
381,The committee met the chairman.,The president met the prince.,meet6,have a meeting or appointment,encounter face-to-face,meet,different
382,The committee met the chairman.,The proposal met the approval.,meet7,have a meeting or appointment,satisfy a condition or requirement,meet,different
383,The committee met the chairman.,The teacher met the students.,meet8,have a meeting or appointment,talk or communicate with someone,meet,different
384,The man met the woman.,The president met the prince.,meet9,become acquainted with,encounter face-to-face,meet,different
385,The defendant murdered the victim.,The murderer murdered the victim.,murder0,to kill someone in a deliberate and premeditated way often with malice aforethought,to kill someone in a deliberate and premeditated way often with malice aforethought,murder,same
386,The car passed the bicycle.,The child passed the test.,pass0,move past (physical location or time),survive or endure (difficult situation),pass,different
387,The car passed the bicycle.,The company passed the moneybag.,pass1,move past (physical location or time),transfer ownership or responsibility (rights or property),pass,different
388,The car passed the bicycle.,The car passed the house.,pass10,move past (physical location or time),move past (physical location or time),pass,same
389,The child passed the test.,The company passed the crisis.,pass11,survive or endure (difficult situation),survive or endure (difficult situation),pass,same
390,The company passed the moneybag.,The house passed the estate.,pass12,transfer ownership or responsibility (rights or property),transfer ownership or responsibility (rights or property),pass,same
391,The student passed the examination.,The student passed the test.,pass13,complete successfully (test or challenge),complete successfully (test or challenge),pass,same
392,The waiter passed the breadbasket.,The waiter passed the salt.,pass14,transfer (physical object or information),transfer (physical object or information),pass,same
393,The car passed the bicycle.,The student passed the test.,pass2,move past (physical location or time),complete successfully (test or challenge),pass,different
394,The car passed the bicycle.,The waiter passed the salt.,pass3,move past (physical location or time),transfer (physical object or information),pass,different
395,The child passed the test.,The company passed the moneybag.,pass4,survive or endure (difficult situation),transfer ownership or responsibility (rights or property),pass,different
396,The child passed the test.,The student passed the test.,pass5,survive or endure (difficult situation),complete successfully (test or challenge),pass,different
397,The child passed the test.,The waiter passed the salt.,pass6,survive or endure (difficult situation),transfer (physical object or information),pass,different
398,The company passed the moneybag.,The student passed the test.,pass7,transfer ownership or responsibility (rights or property),complete successfully (test or challenge),pass,different
399,The company passed the moneybag.,The waiter passed the salt.,pass8,transfer ownership or responsibility (rights or property),transfer (physical object or information),pass,different
400,The student passed the test.,The waiter passed the salt.,pass9,complete successfully (test or challenge),transfer (physical object or information),pass,different
401,The first phoned the police.,The police phoned the family.,phone0,to phone someone means to contact them by phone to call them on the phone,to phone someone means to contact them by phone to call them on the phone,phone,same
402,The boy pinched the girl.,The youngster pinched the cat.,pinch0,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,pinch,same
403,The campers pitched the tent.,The miners pitched the borehole.,pitch0,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to test the depth or soundness of something, such as a well or a mine shaft",pitch,different
404,The campers pitched the tent.,The pianist pitched the piano.,pitch1,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch,different
405,The miners pitched the borehole.,The road pitched the wayside.,pitch10,"to test the depth or soundness of something, such as a well or a mine shaft","to tilt or slant something, such as a surface or a line",pitch,different
406,The miners pitched the borehole.,The salesman pitched the idea.,pitch11,"to test the depth or soundness of something, such as a well or a mine shaft",to propose or suggest an idea or plan to someone,pitch,different
407,The miners pitched the borehole.,The salesperson pitched the idea.,pitch12,"to test the depth or soundness of something, such as a well or a mine shaft","to sell or offer something, especially a product or service",pitch,different
408,The pianist pitched the piano.,The pitcher pitched the baseball.,pitch13,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine","to throw or hurl something, especially a ball or other object",pitch,different
409,The pianist pitched the piano.,The plane pitched the ball.,pitch14,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine","to move or travel at a certain speed or angle, especially through the air",pitch,different
410,The pianist pitched the piano.,The road pitched the wayside.,pitch15,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine","to tilt or slant something, such as a surface or a line",pitch,different
411,The pianist pitched the piano.,The salesman pitched the idea.,pitch16,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine",to propose or suggest an idea or plan to someone,pitch,different
412,The pianist pitched the piano.,The salesperson pitched the idea.,pitch17,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine","to sell or offer something, especially a product or service",pitch,different
413,The pitcher pitched the baseball.,The plane pitched the ball.,pitch18,"to throw or hurl something, especially a ball or other object","to move or travel at a certain speed or angle, especially through the air",pitch,different
414,The pitcher pitched the baseball.,The road pitched the wayside.,pitch19,"to throw or hurl something, especially a ball or other object","to tilt or slant something, such as a surface or a line",pitch,different
415,The campers pitched the tent.,The pitcher pitched the baseball.,pitch2,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to throw or hurl something, especially a ball or other object",pitch,different
416,The pitcher pitched the baseball.,The salesman pitched the idea.,pitch20,"to throw or hurl something, especially a ball or other object",to propose or suggest an idea or plan to someone,pitch,different
417,The pitcher pitched the baseball.,The salesperson pitched the idea.,pitch21,"to throw or hurl something, especially a ball or other object","to sell or offer something, especially a product or service",pitch,different
418,The plane pitched the ball.,The road pitched the wayside.,pitch22,"to move or travel at a certain speed or angle, especially through the air","to tilt or slant something, such as a surface or a line",pitch,different
419,The plane pitched the ball.,The salesman pitched the idea.,pitch23,"to move or travel at a certain speed or angle, especially through the air",to propose or suggest an idea or plan to someone,pitch,different
420,The plane pitched the ball.,The salesperson pitched the idea.,pitch24,"to move or travel at a certain speed or angle, especially through the air","to sell or offer something, especially a product or service",pitch,different
421,The road pitched the wayside.,The salesman pitched the idea.,pitch25,"to tilt or slant something, such as a surface or a line",to propose or suggest an idea or plan to someone,pitch,different
422,The road pitched the wayside.,The salesperson pitched the idea.,pitch26,"to tilt or slant something, such as a surface or a line","to sell or offer something, especially a product or service",pitch,different
423,The salesman pitched the idea.,The salesperson pitched the idea.,pitch27,to propose or suggest an idea or plan to someone,"to sell or offer something, especially a product or service",pitch,different
424,The boy pitched the tent.,The campers pitched the tent.,pitch28,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to place or position something at a certain angle or height, such as a tent or a camping hammock",pitch,same
425,The company pitched the idea.,The salesperson pitched the idea.,pitch29,"to sell or offer something, especially a product or service","to sell or offer something, especially a product or service",pitch,same
426,The campers pitched the tent.,The plane pitched the ball.,pitch3,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to move or travel at a certain speed or angle, especially through the air",pitch,different
427,The miners pitched the borehole.,The surveyors pitched the well.,pitch30,"to test the depth or soundness of something, such as a well or a mine shaft","to test the depth or soundness of something, such as a well or a mine shaft",pitch,same
428,The pianist pitched the piano.,The piano pitched the note.,pitch31,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine","to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch,same
429,The pitcher pitched the ball.,The pitcher pitched the baseball.,pitch32,"to throw or hurl something, especially a ball or other object","to throw or hurl something, especially a ball or other object",pitch,same
430,The pitching pitched the tent.,The road pitched the wayside.,pitch33,"to tilt or slant something, such as a surface or a line","to tilt or slant something, such as a surface or a line",pitch,same
431,The plane pitched the ball.,The rocket pitched the ballerina.,pitch34,"to move or travel at a certain speed or angle, especially through the air","to move or travel at a certain speed or angle, especially through the air",pitch,same
432,The salesman pitched the idea.,The teacher pitched the idea.,pitch35,to propose or suggest an idea or plan to someone,to propose or suggest an idea or plan to someone,pitch,same
433,The campers pitched the tent.,The road pitched the wayside.,pitch4,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to tilt or slant something, such as a surface or a line",pitch,different
434,The campers pitched the tent.,The salesman pitched the idea.,pitch5,"to place or position something at a certain angle or height, such as a tent or a camping hammock",to propose or suggest an idea or plan to someone,pitch,different
435,The campers pitched the tent.,The salesperson pitched the idea.,pitch6,"to place or position something at a certain angle or height, such as a tent or a camping hammock","to sell or offer something, especially a product or service",pitch,different
436,The miners pitched the borehole.,The pianist pitched the piano.,pitch7,"to test the depth or soundness of something, such as a well or a mine shaft","to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch,different
437,The miners pitched the borehole.,The pitcher pitched the baseball.,pitch8,"to test the depth or soundness of something, such as a well or a mine shaft","to throw or hurl something, especially a ball or other object",pitch,different
438,The miners pitched the borehole.,The plane pitched the ball.,pitch9,"to test the depth or soundness of something, such as a well or a mine shaft","to move or travel at a certain speed or angle, especially through the air",pitch,different
439,The placekicker placed the ball.,The teacher placed the books.,place0,to put or set something in a particular location or position,to put or set something in a particular location or position,place,same
440,The blogger posted the entry.,The company posted the results.,post0,publish or make available,send or transmit information,post,different
441,The blogger posted the entry.,The manager posted the newcomers.,post1,publish or make available,assign or allocate,post,different
442,The author posted the essay.,The blogger posted the entry.,post10,publish or make available,publish or make available,post,same
443,The company posted the results.,The president posted the details.,post11,send or transmit information,send or transmit information,post,same
444,The government posted the embassy.,The police posted the suspects.,post12,place under surveillance,place under surveillance,post,same
445,The manager posted the newcomers.,The teacher posted the students.,post13,assign or allocate,assign or allocate,post,same
446,The postman posted the letter.,The postman posted the letters.,post14,place or position something,place or position something,post,same
447,The blogger posted the entry.,The police posted the suspects.,post2,publish or make available,place under surveillance,post,different
448,The blogger posted the entry.,The postman posted the letter.,post3,publish or make available,place or position something,post,different
449,The company posted the results.,The manager posted the newcomers.,post4,send or transmit information,assign or allocate,post,different
450,The company posted the results.,The police posted the suspects.,post5,send or transmit information,place under surveillance,post,different
451,The company posted the results.,The postman posted the letter.,post6,send or transmit information,place or position something,post,different
452,The manager posted the newcomers.,The police posted the suspects.,post7,assign or allocate,place under surveillance,post,different
453,The manager posted the newcomers.,The postman posted the letter.,post8,assign or allocate,place or position something,post,different
454,The police posted the suspects.,The postman posted the letter.,post9,place under surveillance,place or position something,post,different
455,The bicyclist pushed the pedals.,The mayor pushed the idea.,push0,to apply force to something to move it or keep it moving,to promote or advocate for something,push,different
456,The bicyclist pushed the pedals.,The newspaper pushed the story.,push1,to apply force to something to move it or keep it moving,to communicate or transmit information to someone,push,different
457,The bicyclist pushed the pedals.,The wind pushed the sailboat.,push10,to apply force to something to move it or keep it moving,to apply force to something to move it or keep it moving,push,same
458,The candidate pushed the idea.,The mayor pushed the idea.,push11,to promote or advocate for something,to promote or advocate for something,push,same
459,The coach pushed the athletes.,The teacher pushed the student.,push12,to urge or encourage someone to do something,to urge or encourage someone to do something,push,same
460,The manager pushed the idea.,The president pushed the idea.,push13,to introduce or present something to someone,to introduce or present something to someone,push,same
461,The newspaper pushed the story.,The teacher pushed the lesson.,push14,to communicate or transmit information to someone,to communicate or transmit information to someone,push,same
462,The bicyclist pushed the pedals.,The president pushed the idea.,push2,to apply force to something to move it or keep it moving,to introduce or present something to someone,push,different
463,The bicyclist pushed the pedals.,The teacher pushed the student.,push3,to apply force to something to move it or keep it moving,to urge or encourage someone to do something,push,different
464,The mayor pushed the idea.,The newspaper pushed the story.,push4,to promote or advocate for something,to communicate or transmit information to someone,push,different
465,The mayor pushed the idea.,The president pushed the idea.,push5,to promote or advocate for something,to introduce or present something to someone,push,different
466,The mayor pushed the idea.,The teacher pushed the student.,push6,to promote or advocate for something,to urge or encourage someone to do something,push,different
467,The newspaper pushed the story.,The president pushed the idea.,push7,to communicate or transmit information to someone,to introduce or present something to someone,push,different
468,The newspaper pushed the story.,The teacher pushed the student.,push8,to communicate or transmit information to someone,to urge or encourage someone to do something,push,different
469,The president pushed the idea.,The teacher pushed the student.,push9,to introduce or present something to someone,to urge or encourage someone to do something,push,different
470,The author reached the conclusion.,The ball reached the endzone.,reach0,metaphorical reach,physical reach,reach,different
471,The author reached the conclusion.,The car reached the bridge.,reach1,metaphorical reach,physical distance,reach,different
472,The author reached the conclusion.,The novelist reached the pinnacle.,reach10,metaphorical reach,metaphorical reach,reach,same
473,The ball reached the endzone.,The man reached the plateau.,reach11,physical reach,physical reach,reach,same
474,The book reached the heartstrings.,The movie reached the audience.,reach12,emotional reach,emotional reach,reach,same
475,The car reached the bridge.,The train reached the station.,reach13,physical distance,physical distance,reach,same
476,The child reached the stage.,The youngster reached the age.,reach14,cognitive reach,cognitive reach,reach,same
477,The author reached the conclusion.,The child reached the stage.,reach2,metaphorical reach,cognitive reach,reach,different
478,The author reached the conclusion.,The movie reached the audience.,reach3,metaphorical reach,emotional reach,reach,different
479,The ball reached the endzone.,The car reached the bridge.,reach4,physical reach,physical distance,reach,different
480,The ball reached the endzone.,The child reached the stage.,reach5,physical reach,cognitive reach,reach,different
481,The ball reached the endzone.,The movie reached the audience.,reach6,physical reach,emotional reach,reach,different
482,The car reached the bridge.,The child reached the stage.,reach7,physical distance,cognitive reach,reach,different
483,The car reached the bridge.,The movie reached the audience.,reach8,physical distance,emotional reach,reach,different
484,The child reached the stage.,The movie reached the audience.,reach9,cognitive reach,emotional reach,reach,different
485,The company recalled the toy.,The doctor recalled the medicine.,recall0,withdraw or take back something,retrieve or regain possession of something,recall,different
486,The company recalled the toy.,The patient recalled the incident.,recall1,withdraw or take back something,regain consciousness or control,recall,different
487,The book recalled the events.,The teacher recalled the student.,recall10,restore or revive a memory or skill,restore or revive a memory or skill,recall,same
488,The company recalled the toy.,The president recalled the ambassador.,recall11,withdraw or take back something,withdraw or take back something,recall,same
489,The doctor recalled the medicine.,The policewoman recalled the moneybag.,recall12,retrieve or regain possession of something,retrieve or regain possession of something,recall,same
490,The patient recalled the events.,The patient recalled the incident.,recall13,regain consciousness or control,regain consciousness or control,recall,same
491,The word recalled the events.,The word recalled the soundtrack.,recall14,bring to mind or remember,bring to mind or remember,recall,same
492,The company recalled the toy.,The teacher recalled the student.,recall2,withdraw or take back something,restore or revive a memory or skill,recall,different
493,The company recalled the toy.,The word recalled the soundtrack.,recall3,withdraw or take back something,bring to mind or remember,recall,different
494,The doctor recalled the medicine.,The patient recalled the incident.,recall4,retrieve or regain possession of something,regain consciousness or control,recall,different
495,The doctor recalled the medicine.,The teacher recalled the student.,recall5,retrieve or regain possession of something,restore or revive a memory or skill,recall,different
496,The doctor recalled the medicine.,The word recalled the soundtrack.,recall6,retrieve or regain possession of something,bring to mind or remember,recall,different
497,The patient recalled the incident.,The teacher recalled the student.,recall7,regain consciousness or control,restore or revive a memory or skill,recall,different
498,The patient recalled the incident.,The word recalled the soundtrack.,recall8,regain consciousness or control,bring to mind or remember,recall,different
499,The teacher recalled the student.,The word recalled the soundtrack.,recall9,restore or revive a memory or skill,bring to mind or remember,recall,different
500,The cashier removed the change.,The teacher removed the student.,remove0,to take something away or to take something out of a place,to take something away or to take something out of a place,remove,same
501,The boy rolled the ball.,The child rolled the ball.,roll0,to cause something to move or rotate by turning or rotating it oneself,to cause something to move or rotate by turning or rotating it oneself,roll,same
502,The boss sacked the unproductiveworker.,The company sacked the accountant.,sack0,to force someone to leave their job or position often due to poor performance or misconduct,to force someone to leave their job or position often due to poor performance or misconduct,sack,same
503,The computer saved the data.,The computer saved the document.,save0,convert or transform something,store or preserve something for future use,save,different
