,verb,sense_id,sense,sentence_id,sentence,seed,surprisal,temp
449,fire,fire.03,cause to burn or bake,fire.03_3,the firefighters fired the oven ,44.0,40.7719841003418,0.8
450,fire,fire.04,fuel or ignite,fire.04_3,the firewood fired the stove ,44.0,32.43882751464844,0.8
451,sack,sack.01,cause defeat in by terminating employment or otherwise pillaging/ conquering,sack.01_3,the governor sacked the entire ,45.0,43.11762237548828,0.8
452,fold,fold.01,mix ingredients gently,fold.01_3,the chef folded the flour ,45.0,29.667932510375977,0.8
453,fold,fold.02,fold hands,fold.02_3,the priest folded the arms ,44.0,32.37833023071289,0.8
454,fold,fold.03,origami,fold.03_3,the boy folded the pieceofpapertoaheartshapeandgavethegirlonearthdaycardwithitintheenvelopeafterheshaped,46.0,104.78807067871094,0.8
455,fold,fold.06,(terminate) a failing business,fold.06_3,the company folded the day ,44.0,44.90346145629883,0.8
456,stretch,stretch.01,"extend, lengthen",stretch.01_3,the cat stretched the mouse ,44.0,43.775177001953125,0.8
457,hack,hack.01,chop sloppily,hack.01_3,the chef hacked the potatoes ,46.0,29.10529327392578,0.8
458,hack,hack.03,remove pieces,hack.03_3,the hacker hacked the codebase ,44.0,35.60258102416992,0.8
459,hack,hack.04,"computer work, breaking into, as on a computer",hack.04_3,the hacker hacked the computerized ,44.0,47.684539794921875,0.8
460,hack,hack.06,"succeed, manage",hack.06_3,the children hacked the chocolate ,46.0,45.141517639160156,0.8
461,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_3,the chicken chopped the onion ,44.0,47.11678695678711,0.8
462,hit,hit.01,strike,hit.01_3,the pitcher hit the ball ,44.0,20.95549964904785,0.8
463,hit,hit.02,"reach, encounter",hit.02_3,the ball hit the bat ,44.0,22.481868743896484,0.8
464,hit,hit.03,"go to, turn to",hit.03_3,the road hit the forest ,44.0,26.972854614257812,0.8
465,kick,kick.01,drive or impel with the foot,kick.01_3,the ball kicked the player ,44.0,28.330936431884766,0.8
466,kill,kill.01,"cause to die, murder",kill.01_3,the soldier killed the maniacally ,45.0,56.122615814208984,0.8
467,kill,kill.03,"do well, win, accomplish some task",kill.03_3,the team killed the match ,45.0,27.091028213500977,0.8
468,kill,kill.04,pass the time by engaging in some activity,kill.04_3,the two killed the morningonlinebingoandpokerchatsiteskilledtimebyplayingonlinebingoandpokerallmorning,45.0,101.15930938720703,0.8
469,murder,murder.01,cause to die,murder.01_3,the police murdered the terrorist ,46.0,43.92510986328125,0.8
470,know,know.01,"be cognizant of, realize",know.01_3,the wording knew the truth ,44.0,65.46958923339844,0.8
471,know,know.02,kennen,know.02_3,the following knew the manners ,45.0,76.95024108886719,0.8
472,know,know.03,"have an ability, skill, or know-how",know.03_3,the carpenter knew the job ,44.0,34.319129943847656,0.8
473,know,know.04,"recognize, differentiate",know.04_3,the dog knew the soundtrackedifferencebetweenawoodpeckerandatreefrogfromthesoundsofotherbirdsandsoundsintheforest,44.0,88.24107360839844,0.8
474,know,know.05,"Biblical sense, to have sex with",know.05_3,the wife knew the servant ,46.0,47.624698638916016,0.8
475,understand,understand.01,"understand, comprehending",understand.01_3,the teacher understood the problematicnessesoftheissueandmadeadjustmentsintherulesoftheschoolyardsoasnottoloseanyoneelse,44.0,103.66838073730469,0.8
476,meet,meet.01,"arrive at, achieve",meet.01_3,the train met the scheduled ,44.0,38.32488250732422,0.8
477,meet,meet.02,"kennenlernen-- come upon, become acquainted with initially",meet.02_3,the two met the daylights ,44.0,63.765296936035156,0.8
478,meet,meet.03,"get together (with), come together spatially, get together",meet.03_3,the two met the daylightsouttaeachotheronmainstreetatnoon ,44.0,85.40945434570312,0.8
479,meet,meet.05,"answer, respond to",meet.05_3,the teacher met the students ,44.0,42.742923736572266,0.8
480,encounter,encounter.01,to meet unexpectedly,encounter.01_3,the two encountered the lioness ,44.0,52.37489700317383,0.8
481,pass,pass.01,bill becomes law,pass.01_3,the bill passed the house ,44.0,37.125274658203125,0.8
482,pass,pass.02,overtake,pass.02_3,the car passed the cyclist ,44.0,23.993013381958008,0.8
483,pass,pass.04,allow to go by,pass.04_3,the train passed the town ,44.0,27.085329055786133,0.8
484,pass,pass.05,give,pass.05_3,the teacher passed the paperwork ,44.0,31.280113220214844,0.8
485,pass,pass.08,push through a passage (like a clot),pass.08_3,the blood passed the clogged ,44.0,44.620269775390625,0.8
486,toss,toss.01,"throw randomly or toss dough, glances, throw randomly, throwing, perhaps underhand or casually",toss.01_3,the man tossed the ball ,45.0,28.290565490722656,0.8
487,pinch,pinch.01,squeeze tightly to cause pain,pinch.01_3,the dog pinched the owner ,45.0,45.38877868652344,0.8
488,pinch,pinch.02,slangy steal,pinch.02_3,the kid pinched the candybar ,44.0,33.50059509277344,0.8
489,pinch,pinch.04,be miserly,pinch.04_3,the banker pinched the loaner ,45.0,50.14964294433594,0.8
490,pinch,pinch.05,arrest or capture,pinch.05_3,the police pinched the thieves ,46.0,25.672889709472656,0.8
491,grab,grab.01,"to capture, obtain, taking hold of",grab.01_3,the burglar grabbed the womanbythewristsanddraggedherintoashadycornerofthealleywaybehindthesh,45.0,73.44825744628906,0.8
492,pitch,pitch.01,throw,pitch.01_3,the baseball pitched the batters ,49.0,36.79582214355469,0.8
493,pitch,pitch.02,set a musical tone,pitch.02_3,the singer pitched the song ,44.0,35.339149475097656,0.8
494,pitch,pitch.04,advertise in strongly positive terms,pitch.04_3,the salesman pitched the companywarehousehouseservicesproductstransportationtransportationcompanycompanycompanycompanycompanycompanycompanycompanycompanycompanycompanycompany,45.0,77.33067321777344,0.8
495,chuck,chuck.01,"to throw, give up",chuck.01_3,the chessplayer chucked the game ,44.0,32.416194915771484,0.8
496,post,post.01,"cf report, put up for public view",post.01_3,the posters posted the posterings ,44.0,37.820865631103516,0.8
497,post,post.02,tell someone news as it comes in,post.02_3,the reporter posted the latest ,44.0,40.37318420410156,0.8
498,post,post.03,"assign to a post, station somewhere",post.03_3,the captain posted the sentrymen ,44.0,34.22642135620117,0.8
499,post,post.04,send via the postal service,post.04_3,the postman posted the letter ,46.0,37.39834976196289,0.8
500,mail,mail.01,send,mail.01_3,the letter mailed the letter ,45.0,61.55801773071289,0.8
501,push,push.01,(try to) cause motion,push.01_3,the door pushed the lockplate ,45.0,41.75372314453125,0.8
502,push,push.02,"force, impelled action",push.02_3,the wind pushed the doorbell ,44.0,32.91743469238281,0.8
503,push,push.04,"advocate or advertise, advocate",push.04_3,the government pushed the reformer ,45.0,35.013893127441406,0.8
504,shove,shove.01,push harshly,shove.01_3,the sheriff shoved the robbery ,45.0,49.49049377441406,0.8
505,reach,reach.01,"arrive at an end state, outcome or destination, get to, attain",reach.01_3,the ship reached the coastline ,46.0,31.052818298339844,0.8
506,reach,reach.02,get in contact with (often over the phone),reach.02_3,the police reached the suspects ,44.0,30.093605041503906,0.8
507,reach,reach.03,"stretch, grasp, move (as if a limb) outwards toward a goal",reach.03_3,the cat reached the topmostbranchofthetreeandsatdownontheotherbranchtoresthattopmighthavebeenoutofits,44.0,88.60272216796875,0.8
508,phone,phone.01,to telephone,phone.01_3,the person phoned the police ,45.0,43.00420379638672,0.8
509,recall,recall.01,manufactured defect,recall.01_3,the manufacturer recalled the faulty ,45.0,48.44245147705078,0.8
510,recall,recall.02,remember,recall.02_3,the wording recalled the olden ,44.0,67.23060607910156,0.8
511,recall,recall.03,ask or order to go/come back,recall.03_3,the president recalled the ambassador ,45.0,23.118953704833984,0.8
512,remove,remove.01,remove,remove.01_3,the nouns removed the adjectives ,44.0,37.05289840698242,0.8
513,save,save.01,keep from spending,save.01_3,the babysitter saved the children ,46.0,34.86772918701172,0.8
514,save,save.02,desperate peril sense,save.02_3,the ship saved the crewmembers ,44.0,50.059349060058594,0.8
515,save,save.03,"collect, accrue, save up (non phrasal, though)",save.03_3,the boss saved the company ,45.0,76.7907485961914,0.8
516,earn,earn.01,wages,earn.01_3,the teacher earned the same ,44.0,84.10319519042969,0.8
517,see,see.01,view,see.01_3,the wording saw the house ,44.0,68.61642456054688,0.8
518,see,see.04,ensure,see.04_3,the manager saw the staffers ,44.0,51.31935119628906,0.8
519,see,see.05,date casually,see.05_3,the youngster saw the girl ,46.0,49.07316970825195,0.8
520,see,see.09,visit/consultation by medical professional,see.09_3,the nurse saw the patient ,55.0,25.950977325439453,0.8
521,sense,sense.01,perceive,sense.01_3,the cat sensed the presenceofaferalcatinautumnmeadowandfledfromthemeadowintotheforesttoavoidah,44.0,85.53335571289062,0.8
522,set,set.01,"put, place",set.01_3,the teacher set the books ,44.0,40.73291015625,0.8
523,set,set.02,establish,set.02_3,the court set the fine ,45.0,42.58485412597656,0.8
524,set,set.08,"make ready, assign a task to, ready for action",set.08_3,the captain set the shipment ,44.0,46.04868698120117,0.8
525,set,set.14,"make ready, prepare",set.14_3,the waiter set the table ,45.0,38.237003326416016,0.8
526,place,place.01,put in a location,place.01_3,the teacher placed the student ,44.0,38.96934509277344,0.8
527,shoot,shoot.01,propel projectile,shoot.01_3,the gunner shot the cannonballs ,44.0,45.86640167236328,0.8
528,shoot,shoot.02,kill with gun,shoot.02_3,the police shot the criminal ,44.0,23.690956115722656,0.8
529,shoot,shoot.03,record on film,shoot.03_3,the photographer shot the wedding ,46.0,39.09938049316406,0.8
530,shoot,shoot.06,move very rapidly,shoot.06_3,the bullet shot the man ,44.0,45.9610595703125,0.8
531,stab,stab.01,"poke with sharp object, perhaps fatally, metaphorically try something",stab.01_3,the stabbed stabbed the stabbingstabberstabbingstabbestabbersstabbedstabbingstabbstabbingstabbs,44.0,95.10993957519531,0.8
532,mock,mock.01,make fun of,mock.01_3,the girls mocked the boy ,47.0,30.295698165893555,0.8
533,permit,permit.01,"permit, let, allow",permit.01_3,the word permitted the childs ,45.0,77.51719665527344,0.8
534,battle,battle.01,fight (with),battle.01_3,the two battled the whole ,44.0,46.67744445800781,0.8
535,bump,bump.01,hit gently,bump.01_3,the boy bumped the ballerina ,45.0,48.51818084716797,0.8
536,bump,bump.02,move slightly,bump.02_3,the dog bumped the doorstep ,45.0,47.236412048339844,0.8
537,clip,clip.01,"to cut, cut off, or cut out",clip.01_3,the scissors clipped the paper ,44.0,25.15817642211914,0.8
538,clip,clip.03,hit very slightly on the edge,clip.03_3,the ball clipped the corner ,44.0,38.08934783935547,0.8
539,tear,tear.01,"to pull apart, separate forcefully",tear.01_3,the wind tore the sheeting ,44.0,34.00053024291992,0.8
540,tear,tear.02,"to rush, move hurriedly, rushing",tear.02_3,the children tore the giftwrappaperofftheirpresentstodayasquicklyaspossibleandbeganplayingwiththemimmediatelyafter,44.0,74.99484252929688,0.8
541,arrange,arrange.01,build,arrange.01_3,the new arranged the room ,45.0,63.623775482177734,0.8
542,drive,drive.01,drive or be driven around in a vehicle,drive.01_3,the teacher drove the students ,45.0,27.937007904052734,0.8
543,drive,drive.02,"cause to move or become, impelled, inspired",drive.02_3,the teacher drove the children ,46.0,42.01249694824219,0.8
544,order,order.01,impelled action,order.01_3,the orderly ordered the waiter ,44.0,39.3636474609375,0.8
545,order,order.02,request to be delivered,order.02_3,the waiter ordered the steak ,44.0,27.836597442626953,0.8
546,drain,drain.01,"unfill, empty",drain.01_3,the swimmingpool drained the waterfall ,44.0,45.101959228515625,0.8
547,line,line.01,"provide a lining, accompany in line-like fashion",line.01_3,the roadside lined the highwaymen ,44.0,42.86003875732422,0.8
548,line,line.03,puts lines on,line.03_3,the new lined the road ,45.0,79.29753875732422,0.8
549,split,split.01,"divide, separate",split.01_3,the bill split the committee ,44.0,41.373191833496094,0.8
550,split,split.02,"leave, depart",split.02_3,the students split the classroom ,45.0,41.88710021972656,0.8
551,design,design.01,design,design.01_3,the designer designed the newest ,44.0,45.70964431762695,0.8
552,bounce,bounce.01,"boing boing boing,",bounce.01_3,the ball bounced the cat ,46.0,57.14752960205078,0.8
553,dismiss,dismiss.01,"remove, release",dismiss.01_3,the company dismissed the manager ,45.0,27.922285079956055,0.8
554,dismiss,dismiss.02,label contemptuously,dismiss.02_3,the judge dismissed the lawyerly ,44.0,50.266658782958984,0.8
555,shrink,shrink.01,become or make smaller,shrink.01_3,the size shrank the size ,44.0,70.94668579101562,0.8
556,scratch,scratch.02,"cut shallowly, rake the surface sharply",scratch.02_3,the cat scratched the wallpaper ,44.0,29.511287689208984,0.8
557,scratch,scratch.04,search,scratch.04_3,the police scratched the crimescene ,44.0,37.88343811035156,0.8
558,smash,smash.01,break violently,smash.01_3,the window smashed the window ,44.0,53.71355438232422,0.8
559,butcher,butcher.01,cut up meat for sale,butcher.01_3,the butchered butchered the steer ,44.0,60.176300048828125,0.8
560,recognize,recognize.01,applaud/give accolades to,recognize.01_3,the crowd recognized the athlete ,45.0,40.489463806152344,0.8
561,recognize,recognize.02,acknowledge as true/familiar,recognize.02_3,the child recognized the shape ,45.0,35.080589294433594,0.8
562,discover,discover.01,find (out),discover.01_3,the discoveryofacometbyastronomersisrarelyreportedinnewspapersandmagazinesbecauseitdoesnotaffectearthor,44.0,77.69345092773438,0.8
563,throw,throw.01,"throw, sending through the air, manually, projection of an object through space",throw.01_3,the verb threw the ball ,47.0,72.97183990478516,0.8
564,throw,throw.03,hold,throw.03_3,the ballplayer threw the ball ,44.0,27.65555763244629,0.8
565,steal,steal.01,to commit theft,steal.01_3,the thief stole the jewels ,44.0,23.821735382080078,0.8
566,slam,slam.01,throw violently,slam.01_3,the quarterback slammed the balltothegroundinangeratbeingcalledforsafeplayviolationintheendzonebyanoverzealous,45.0,84.9647216796875,0.8
567,slam,slam.02,hit hard,slam.02_3,the baseball slammed the wall ,45.0,43.29750061035156,0.8
568,deliver,deliver.01,"give, send",deliver.01_3,the waiter delivered the meal ,45.0,56.075748443603516,0.8
569,deliver,deliver.101,"give birth, assist in giving birth, giving birth or assisting in giving birth",deliver.101_3,the doctor delivered the baby ,46.0,35.99134826660156,0.8
570,carry,carry.01,"bring with, have",carry.01_3,the teacher carried the books ,44.0,28.167560577392578,0.8
571,find,find.01,discovery,find.01_3,the newest found the oldest ,45.0,48.779998779296875,0.8
572,find,find.02,adjudge,find.02_3,the judge found the accused ,46.0,34.84495544433594,0.8
573,discharge,discharge.01,"remove supply, as with electricity",discharge.01_3,the battery discharged the capacitor ,44.0,28.07318115234375,0.8
574,discharge,discharge.101,"to release, release from a location (not stuff being released itself)",discharge.101_3,the prisoner discharged the guardian ,44.0,39.04768371582031,0.8
575,secure,secure.01,get,secure.01_3,the company secured the money ,45.0,43.80352783203125,0.8
576,secure,secure.02,"make secure, literally or figuratively",secure.02_3,the police secured the building ,44.0,25.851726531982422,0.8
577,notice,notice.01,become aware of,notice.01_3,the soundingboard noticed the error ,45.0,64.39308166503906,0.8
578,mount,mount.01,intentional climber,mount.01_3,the mountain mounted the backsides ,45.0,68.27970886230469,0.8
579,mount,mount.03,"erect, construct",mount.03_3,the town mounted the statue ,44.0,41.314697265625,0.8
580,poison,poison.01,"kill via poison, kill or make sick via poison",poison.01_3,the arrows poisoned the victims ,45.0,36.18024826049805,0.8
581,poison,poison.02,put poison on/in something,poison.02_3,the spider poisoned the fly ,44.0,23.92097282409668,0.8
582,abuse,abuse.01,"mistreat a person or animal, often repeatedly, with violence or with cruelty",abuse.01_4,the boss abused the employees ,45.0,41.981346130371094,0.8
583,abuse,abuse.02,use (something) to bad effect or for a bad purpose,abuse.02_4,the drug abused the athlete ,45.0,54.75459289550781,0.8
584,abuse,abuse.03,use offending language,abuse.03_4,the woman abused the policeman ,45.0,43.69520950317383,0.8
585,insult,insult.01,"call names, disparaging",insult.01_4,the person insulted the otherpersonbycallinghimnamesanddisparaginghiminotherways ,46.0,59.8110237121582,0.8
586,allow,allow.01,let,allow.01_4,the school allowed the students ,46.0,41.587989807128906,0.8
587,allow,allow.02,allocate,allow.02_4,the committee allowed the newcomers ,45.0,49.05840301513672,0.8
588,allow,allow.03,admit truth of proposition,allow.03_4,the defendant allowed the possibility ,47.0,36.16414260864258,0.8
589,approve,approve.01,assent to,approve.01_4,the president approved the measure ,45.0,40.8820686340332,0.8
590,beat,beat.01,strike,beat.01_4,the word beat the drummer ,45.0,67.28697967529297,0.8
591,beat,beat.02,(cause) pulsating motion that often makes sound,beat.02_4,the loud beat the floorboards ,46.0,76.56083679199219,0.8
592,beat,beat.03,win over some competitor,beat.03_4,the footballers beat the otherfootballers ,46.0,52.16145324707031,0.8
593,slap,slap.01,hit with a flat object,slap.01_4,the baseball slapped the sidewalk ,45.0,46.57345962524414,0.8
594,belt,belt.01,sing loudly and forcefully,belt.01_4,the band belted the tune ,45.0,45.77909469604492,0.8
595,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_4,the police belted the offender ,45.0,45.072689056396484,0.8
596,belt,belt.03,fasten with a belt,belt.03_4,the teacher belted the student ,45.0,39.819923400878906,0.8
597,button,button.01,fasten the buttons on,button.01_4,the little buttoned the shirt ,45.0,84.11227416992188,0.8
598,break,break.01,"break, cause to not be whole",break.01_4,the door broke the window ,46.0,42.422340393066406,0.8
599,break,break.13,"happen, come to light, onset, beginning",break.13_4,the breakup broke the damnedest ,45.0,62.04393005371094,0.8
600,break,break.16,separate one entity from another,break.16_4,the cake broke the sealant ,45.0,41.14452362060547,0.8
601,break,break.18,"violate (the law, an oath, trust, etc)",break.18_4,the judge broke the law ,45.0,40.84042739868164,0.8
602,burn,burn.01,(cause to) be on fire,burn.01_4,the book burned the housepets ,47.0,46.15704345703125,0.8
603,box,box.01,"to store in a box, put in a box to store",box.01_4,the bakeries boxed the donuts ,45.0,36.25867462158203,0.8
604,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_4,the boxed boxed the boxes ,46.0,63.6801872253418,0.8
605,box,box.03,"fight, boxing style",box.03_4,the man boxed the otherman ,46.0,51.076236724853516,0.8
606,fight,fight.01,fight,fight.01_4,the boxers fought the round ,46.0,31.559627532958984,0.8
607,build,build.01,construct,build.01_4,the team built the tower ,46.0,29.133541107177734,0.8
608,build,build.02,grow,build.02_4,the forest built the pinecone ,45.0,57.15325164794922,0.8
609,build,build.03,include,build.03_4,the report built the readererssespective ,45.0,66.79366302490234,0.8
610,shape,shape.01,shape,shape.01_4,the artist shaped the clay ,45.0,39.556053161621094,0.8
611,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_4,the actors cast the first ,46.0,43.14990234375,0.8
612,cast,cast.02,"name, assign a role",cast.02_4,the actor cast the part ,45.0,40.46277618408203,0.8
613,cast,cast.03,make 3d reproductions from a mold,cast.03_4,the moulder cast the statue ,46.0,76.7928695678711,0.8
614,cast,cast.04,bandage in plaster,cast.04_4,the nurse cast the fracturedboneofthelittleboyinplaster ,46.0,53.13580322265625,0.8
615,launch,launch.01,"set off, introduce, bring up, start, take off",launch.01_4,the launchingpad launched the rocket ,45.0,66.14537048339844,0.8
616,catch,catch.01,get,catch.01_4,the dog caught the ball ,45.0,38.41325378417969,0.8
617,catch,catch.02,"come upon, find",catch.02_4,the hikers caught the trailhead ,46.0,35.07701873779297,0.8
618,catch,catch.03,trap,catch.03_4,the burglar caught the dogcatcher ,45.0,38.69675827026367,0.8
619,fetch,fetch.01,bring (back),fetch.01_4,the dog fetched the bone ,54.0,23.453725814819336,0.8
620,clear,clear.01,"clean, make clear or open",clear.01_4,the police cleared the suspects ,46.0,31.254188537597656,0.8
621,clear,clear.02,"approve, permit",clear.02_4,the boss cleared the newcomer ,45.0,50.87042999267578,0.8
622,clear,clear.03,"escape, avoid, get past or through",clear.03_4,the boat cleared the obstacle ,46.0,43.28363037109375,0.8
623,clean,clean.01,to free from dirt,clean.01_4,the window cleaned the panorama ,45.0,37.69657897949219,0.8
624,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_4,the government covered the warriors ,45.0,53.808746337890625,0.8
625,cover,cover.02,"smear, put over, spreading across",cover.02_4,the red covered the floor ,46.0,49.15282440185547,0.8
626,cover,cover.03,broadcast,cover.03_4,the filmmakers covered the controversial ,46.0,52.082000732421875,0.8
627,coat,coat.01,"cover, apply something to a surface",coat.01_4,the cat coated the wallpaperingbrushwithpaintandbegantobrushthewallpaperinherroomatthefrontofthemouse,47.0,92.00272369384766,0.8
628,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_4,the plane crashed the shipwrecked ,46.0,64.36541748046875,0.8
629,crash,crash.02,"to enter uninvited, invite oneself in",crash.02_4,the kids crashed the party ,46.0,40.36763381958008,0.8
630,crash,crash.04,"fall asleep heavily, maybe someplace other than home",crash.04_4,the student crashed the meeting ,45.0,34.79988098144531,0.8
631,chip,chip.01,break off small pieces,chip.01_4,the old chipped the paintwork ,46.0,80.08211517333984,0.8
632,draw,draw.01,"art, the action of illustrating/making pictures with a writing implement",draw.01_4,the artist drew the sketcheshepherdingthecatsinanewcartoonandthenpaintedthemusingacrayonpencilor,46.0,93.84895324707031,0.8
633,draw,draw.02,"pull, extract, withdraw",draw.02_4,the teacher drew the lessonlessonslearnedlearnerlearnersslipperierliberallylibertylibrarylicenseleadleadinglyled,45.0,97.3332748413086,0.8
634,draw,draw.05,brandish a weapon,draw.05_4,the policeman drew the revolver ,45.0,45.00102233886719,0.8
635,write,write.01,set pen to paper,write.01_4,the president wrote the speech ,45.0,41.34035873413086,0.8
636,drop,drop.01,"go down, cause to fall",drop.01_4,the elevator dropped the man ,45.0,55.445072174072266,0.8
637,drop,drop.05,"remove, end",drop.05_4,the law dropped the taxation ,45.0,48.315040588378906,0.8
638,drop,drop.06,"give, esp. names, mention in an offhand way",drop.06_4,the newspaper dropped the newsbriefs ,45.0,59.04694366455078,0.8
639,drop,drop.07,spend money,drop.07_4,the bill dropped the bills ,47.0,66.00574493408203,0.8
640,roll,roll.01,"move in circular fashion, onward rotational motion",roll.01_4,the ball rolled the rollercoasters ,45.0,85.09051513671875,0.8
641,fire,fire.01,fire a gun,fire.01_4,the president fired the shotgunner ,45.0,53.89180374145508,0.8
642,fire,fire.02,cause to cease employment,fire.02_4,the boss fired the officeboy ,46.0,48.93720245361328,0.8
643,fire,fire.03,cause to burn or bake,fire.03_4,the oven fired the piecrusts ,45.0,38.48728942871094,0.8
644,fire,fire.04,fuel or ignite,fire.04_4,the furnace fired the firewood ,45.0,33.678802490234375,0.8
645,sack,sack.01,cause defeat in by terminating employment or otherwise pillaging/ conquering,sack.01_4,the governor sacked the legislature ,46.0,44.9381103515625,0.8
646,fold,fold.01,mix ingredients gently,fold.01_4,the chef folded the dryingrindlesintohisbatterandmixedituntilitwasalittlefluffyandsoftlikestrawberry,46.0,105.08362579345703,0.8
647,fold,fold.02,fold hands,fold.02_4,the two folded the blanket ,45.0,38.15291213989258,0.8
648,fold,fold.03,origami,fold.03_4,the little folded the piece ,47.0,68.92854309082031,0.8
649,fold,fold.06,(terminate) a failing business,fold.06_4,the company folded the nightclub ,45.0,52.151519775390625,0.8
650,stretch,stretch.01,"extend, lengthen",stretch.01_4,the bridge stretched the whole ,45.0,73.1095199584961,0.8
651,hack,hack.01,chop sloppily,hack.01_4,the carpenter hacked the doorpost ,47.0,46.17498016357422,0.8
652,hack,hack.03,remove pieces,hack.03_4,the children hacked the blocks ,45.0,43.615638732910156,0.8
653,hack,hack.04,"computer work, breaking into, as on a computer",hack.04_4,the hacker hacked the database ,46.0,29.097938537597656,0.8
654,hack,hack.06,"succeed, manage",hack.06_4,the old hacked the new ,47.0,53.51411437988281,0.8
655,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_4,the butcher chopped the beefsteak ,45.0,47.7946891784668,0.8
656,hit,hit.01,strike,hit.01_4,the car hit the fence ,47.0,37.3734245300293,0.8
657,hit,hit.02,"reach, encounter",hit.02_4,the bullet hit the wall ,45.0,38.28218460083008,0.8
658,hit,hit.03,"go to, turn to",hit.03_4,the word hit the mark ,45.0,74.72691345214844,0.8
659,kick,kick.01,drive or impel with the foot,kick.01_4,the kicking kicked the soccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccer,45.0,50.800628662109375,0.8
660,kill,kill.01,"cause to die, murder",kill.01_4,the personification killed the patientlywaitinggirlfriendofthesuspectwithafunnylookonherfacebecausehehatedherwithhisent,46.0,105.34712982177734,0.8
661,kill,kill.03,"do well, win, accomplish some task",kill.03_4,the company killed the competition ,47.0,42.66883850097656,0.8
662,kill,kill.04,pass the time by engaging in some activity,kill.04_4,the two killed the afternoontimebyplayingcardsanddrinkingbeerinanatticroomaboveabarbershoponsecondstreetinthe,46.0,104.00476837158203,0.8
663,murder,murder.01,cause to die,murder.01_4,the mob murdered the suspects ,47.0,32.063438415527344,0.8
664,know,know.01,"be cognizant of, realize",know.01_4,the cat knew the mouse ,45.0,32.22945022583008,0.8
665,know,know.02,kennen,know.02_4,the following knew the truth ,46.0,79.80535888671875,0.8
666,know,know.03,"have an ability, skill, or know-how",know.03_4,the chef knew the recipe ,45.0,46.097816467285156,0.8
667,know,know.04,"recognize, differentiate",know.04_4,the two knew the differencee ,45.0,67.17790222167969,0.8
668,know,know.05,"Biblical sense, to have sex with",know.05_4,the definitionisnate knew the womaninhebrewtheirishhilarymckelwayjamesmacdonaldkend,47.0,171.12762451171875,0.8
669,understand,understand.01,"understand, comprehending",understand.01_4,the children understood the concept ,45.0,44.11009216308594,0.8
670,meet,meet.01,"arrive at, achieve",meet.01_4,the goalkeeper met the penalty ,45.0,46.76462173461914,0.8
671,meet,meet.02,"kennenlernen-- come upon, become acquainted with initially",meet.02_4,the youngest met the queen ,45.0,53.554405212402344,0.8
672,meet,meet.03,"get together (with), come together spatially, get together",meet.03_4,the students met the faculty ,45.0,46.391357421875,0.8
673,meet,meet.05,"answer, respond to",meet.05_4,the phone met the receiver ,45.0,45.67937469482422,0.8
674,encounter,encounter.01,to meet unexpectedly,encounter.01_4,the tourists encountered the oldies ,45.0,59.23261260986328,0.8
675,pass,pass.01,bill becomes law,pass.01_4,the bill passed the statehouse ,46.0,44.218807220458984,0.8
676,pass,pass.02,overtake,pass.02_4,the other passed the goalkeeper ,45.0,91.24036407470703,0.8
677,pass,pass.04,allow to go by,pass.04_4,the traffic passed the maneki ,45.0,44.43445587158203,0.8
678,pass,pass.05,give,pass.05_4,the ball passed the goalie ,45.0,44.882179260253906,0.8
679,pass,pass.08,push through a passage (like a clot),pass.08_4,the blood passed the blockage ,45.0,43.334228515625,0.8
680,toss,toss.01,"throw randomly or toss dough, glances, throw randomly, throwing, perhaps underhand or casually",toss.01_4,the man tossed the doughboard ,46.0,50.29719543457031,0.8
681,pinch,pinch.01,squeeze tightly to cause pain,pinch.01_4,the dog pinched the cattail ,46.0,52.91490173339844,0.8
682,pinch,pinch.02,slangy steal,pinch.02_4,the storekeeper pinched the moneyboxes ,45.0,57.00346755981445,0.8
683,pinch,pinch.04,be miserly,pinch.04_4,the manager pinched the cleaningstaffs ,46.0,66.31552124023438,0.8
684,pinch,pinch.05,arrest or capture,pinch.05_4,the police pinched the banker ,47.0,44.77359390258789,0.8
685,grab,grab.01,"to capture, obtain, taking hold of",grab.01_4,the policeman grabbed the thief ,46.0,40.38045883178711,0.8
686,pitch,pitch.01,throw,pitch.01_4,the pitcher pitched the baseball ,51.0,35.906307220458984,0.8
687,pitch,pitch.02,set a musical tone,pitch.02_4,the trumpet pitched the nationality ,45.0,56.20237731933594,0.8
688,pitch,pitch.04,advertise in strongly positive terms,pitch.04_4,the carpenter pitched the prospectiveclientonthemanyadvantagesofhiringhisservicesfortheconstructionofthekitcheninther,46.0,77.6103744506836,0.8
689,chuck,chuck.01,"to throw, give up",chuck.01_4,the police chucked the casebookerinpasta ,45.0,78.63412475585938,0.8
690,post,post.01,"cf report, put up for public view",post.01_4,the following posted the report ,45.0,74.07551574707031,0.8
691,post,post.02,tell someone news as it comes in,post.02_4,the postman posted the results ,45.0,35.60003662109375,0.8
