verb,sense,sense_id,sentence_id,sentence,seed,surprisal
pitch,"to tilt or slant something, such as a surface or a line",pitch7,pitch7_3,the pitched pitched the roofline ,44.0,57.63995361328125
pitch,"to move or travel at a certain speed or angle, especially through the air",pitch8,pitch8_3,the ball pitched the birdcage ,45.0,78.9307632446289
place,to put or set something in a particular location or position,place1,place1_3,the teacher placed the books ,44.0,40.77653121948242
post,place or position something,post1,post1_3,the poster posted the paperedontheroadsidepostersatthreeamintheafternoonpostingpostingsentenceposterpapersatthree,45.0,111.1597671508789
post,send or transmit information,post2,post2_3,the newscaster posted the storyline ,45.0,45.66102600097656
post,publish or make available,post3,post3_3,the newest posted the booklet ,46.0,106.3550033569336
post,assign or allocate,post4,post4_3,the manager posted the newcomer ,44.0,48.218284606933594
post,place under surveillance,post5,post5_3,the government posted the embassy ,47.0,35.02354431152344
push,to apply force to something to move it or keep it moving,push1,push1_3,the bicyclist pushed the pedals ,45.0,27.452701568603516
push,to urge or encourage someone to do something,push2,push2_3,the president pushed the congressmentoactquicklyonthetaxcutsorhewouldnotbeabletosigntheirpayraiseb,45.0,80.23484802246094
push,to promote or advocate for something,push3,push3_3,the company pushed the billboards ,45.0,50.790252685546875
push,to introduce or present something to someone,push4,push4_3,the salesman pushed the benefits ,45.0,34.520694732666016
push,to communicate or transmit information to someone,push5,push5_3,the computer pushed the datafile ,44.0,48.683929443359375
reach,physical reach,reach1,reach1_3,the ball reached the endzone ,44.0,29.669612884521484
reach,metaphorical reach,reach2,reach2_3,the author reached the enduringly ,44.0,58.6464958190918
reach,cognitive reach,reach3,reach3_3,the cognitive reached the goalpost ,44.0,48.5069694519043
reach,emotional reach,reach4,reach4_3,the novel reached the emotional ,45.0,44.594146728515625
reach,physical distance,reach5,reach5_3,the distance reached the topmost ,44.0,52.22935104370117
recall,bring to mind or remember,recall1,recall1_3,the word recalled the events ,44.0,47.0943603515625
recall,regain consciousness or control,recall2,recall2_3,the driver recalled the vehicle ,45.0,34.94622039794922
recall,retrieve or regain possession of something,recall3,recall3_3,the boss recalled the loaned ,45.0,48.17744827270508
recall,withdraw or take back something,recall4,recall4_3,the mayor recalled the troops ,45.0,43.615779876708984
recall,restore or revive a memory or skill,recall5,recall5_3,the teacher recalled the student ,44.0,43.81827163696289
remove,to take something away or to take something out of a place,remove1,remove1_3,the teacher removed the broken ,44.0,41.53791809082031
roll,to cause something to move or rotate by turning or rotating it oneself,roll1,roll1_3,the car rolled the first ,45.0,48.19401931762695
sack,to force someone to leave their job or position often due to poor performance or misconduct,sack1,sack1_3,the school sacked the teacher ,45.0,40.592552185058594
save,store or preserve something for future use,save1,save1_3,the computer saved the document ,44.0,27.95242691040039
save,prevent something from harm or danger,save2,save2_3,the firefighters saved the house ,44.0,26.47933578491211
save,spend less than one expects to spend,save3,save3_3,the company saved the money ,44.0,76.80648803710938
save,preserve or maintain something in its current state,save4,save4_3,the government saved the locality ,44.0,53.66264724731445
save,convert or transform something,save5,save5_3,the computer saved the data ,44.0,27.72340202331543
see,perceive with the eyes,see1,see1_3,the children saw the newestesteticsalonmagazinehaircutfashiontrendycolorinmiddleschooltodaybecauseitisco,46.0,112.29922485351562
see,understand or comprehend,see2,see2_3,the teacher saw the problematicnessesoftheschoollunchmenuanddecidedtosubstitutewithpizzafortheforesee,44.0,90.1575927734375
see,detect or notice,see3,see3_3,the police saw the burglars ,44.0,27.849977493286133
see,envision or imagine,see4,see4_3,the boy saw the dogma ,44.0,53.22251892089844
see,observe or witness,see5,see5_3,the police saw the thief ,44.0,27.384891510009766
sense,perceive,sense1,sense1_3,the cat sensed the presenceofaferalcatinautumnmeadowandfledfromthemeadowintotheforesttoavoidah,44.0,85.53335571289062
sense,understand,sense2,sense2_3,the teacher sensed the students ,44.0,45.618568420410156
sense,make sense,sense3,sense3_3,the sentence sensed the meaning ,44.0,50.345428466796875
sense,have a sense of,sense4,sense4_3,the word sensed the presenceof ,44.0,65.76997375488281
sense,be sensible,sense5,sense5_3,the author sensed the truth ,45.0,36.80384826660156
set,place or locate,set1,set1_3,the cops set the houseboat ,45.0,52.903282165527344
set,arrange or organize,set2,set2_3,the company set the table ,45.0,31.0380859375
set,determine or fix,set3,set3_3,the time set the alarmclocksfor ,44.0,59.902374267578125
set,put into a particular state or condition,set4,set4_3,the nurse set the patientuasleep ,45.0,48.59775161743164
set,assign or allocate,set5,set5_3,the teacher set the homework ,44.0,24.883190155029297
shape,to give it a particular form or figure to mold or fashion it into a specific shape or design,shape1,shape1_3,the carpenter shaped the wooden ,47.0,41.62197494506836
shoot,shoot (photography) - to take a photograph using a camera.,shoot1,shoot1_3,the photojournalist shot the picturesque ,45.0,54.251670837402344
shoot,shoot (video) - to record a video using a camera or other recording device.,shoot2,shoot2_3,the movie shot the filming ,45.0,84.29090881347656
shoot,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot3,shoot3_3,the robber shot the banker ,45.0,44.200653076171875
shoot,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot4,shoot4_3,the ball shot the farthest ,45.0,37.99718475341797
shoot,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot5,shoot5_3,the company shot the first ,44.0,43.000736236572266
shoot,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot6,shoot6_3,the speaker shot the opening ,44.0,44.70099639892578
shoot,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot7,shoot7_3,the car shot the intersection ,44.0,62.5323486328125
shoot,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot8,shoot8_3,the photographer shot the picture ,44.0,29.156667709350586
shove,push or force something or someone into a place or position using physical force.,shove1,shove1_3,the man shoved the boy ,44.0,38.93049621582031
shove,"force someone to do something they do not want to do, often using physical force or coercion.",shove2,shove2_3,the politician shoved the billboardedropshippingcompanyreviewsofstaffordvacationrentalschristmasgiftidaholeg,45.0,111.17100524902344
shove,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove3,shove3_3,the shoveled shoved the shoveling ,44.0,54.818634033203125
shove,urge or encourage someone to do something with vigor or enthusiasm.,shove4,shove4_3,the coach shoved the teammates ,44.0,31.65941619873047
shove,move something or someone out of the way using physical force.,shove5,shove5_3,the man shoved the other ,44.0,41.03804016113281
slap,to strike someone with an open hand often with a loud noise and a bit of force,slap1,slap1_3,the teacher slapped the child ,44.0,25.212358474731445
stab,to pierce or penetrate something with a sharp object such as a knife or a sword,stab1,stab1_3,the man stabbed the tire ,44.0,40.06355285644531
stretch,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,stretch1,stretch1_3,the cat stretched the mouseyellowsoundofsilencecomicstripwisecrackwhackhammerpaintsplatterblowup,44.0,111.38182830810547
toss,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,toss1,toss1_3,the little tossed the ballarooiintheroadwithoutanyconcernforthepropertyofothersanddidnotcarewhether,45.0,109.39578247070312
understand,comprehend,understand1,understand1_3,the sentence understood the situation ,45.0,54.570743560791016
understand,interpret,understand2,understand2_3,the sentence understood the joke ,45.0,53.470924377441406
understand,appreciate,understand3,understand3_3,the meaning understood the purpose ,46.0,55.043846130371094
understand,embrace,understand4,understand4_3,the audience understood the message ,45.0,42.248443603515625
understand,penetrate,understand5,understand5_3,the politician understood the economicalsituationinhiscountryandmadeacomplexdecisiononwhetherornottoraiseinterestratesandthen,45.0,87.34066009521484
understand,clarify,understand6,understand6_3,the professor understood the purposeoftheexperimentbyaskinghimtoexplainitinhisownwordswhatitwasthathehadlearned,46.0,93.8049545288086
write,to record or put something in written form,write1,write1_3,the teacher wrote the lessonplan ,44.0,35.856346130371094
abuse,physical abuse,abuse1,abuse1_4,the abuser abused the victim ,46.0,42.10162353515625
abuse,emotional abuse,abuse2,abuse2_4,the emotional abused the childreallybadly ,46.0,63.05187225341797
abuse,sexual abuse,abuse3,abuse3_4,the defendant abused the children ,46.0,30.55305290222168
abuse,financial abuse,abuse4,abuse4_4,the elderly abused the trustednessoftheirchildrenforthetakingsomeoftheirownmoneywithoutpermissionorexplanation,45.0,99.86380004882812
abuse,substance abuse,abuse5,abuse5_4,the person abused the prescription ,45.0,35.18525314331055
abuse,power abuse,abuse6,abuse6_4,the judge abused the powertofinepeoplefornotpayingtaxesontime ,45.0,78.65489196777344
allow,to give permission or approval for something to happen or be done,allow1,allow1_4,the company allowed the workers ,46.0,41.639259338378906
approve,to endorse or support something,approve1,approve1_4,the president approved the legislation ,45.0,40.95246887207031
approve,to officially sanction or ratify something,approve2,approve2_4,the government approved the buildingproject ,45.0,49.42271423339844
approve,to be satisfied with something,approve3,approve3_4,the jury approved the chargesheet ,45.0,37.81951904296875
approve,to accept or ratify a decision or action,approve4,approve4_4,the board approved the proposedbudget ,46.0,34.761173248291016
beat,defeat,beat1,beat1_4,the homecoming beat the highschoolers ,46.0,71.46953582763672
beat,conquer,beat2,beat2_4,the footballers beat the other ,46.0,38.868499755859375
beat,overpower,beat3,beat3_4,the challenger beat the incumbent ,45.0,37.516265869140625
beat,exhaust,beat4,beat4_4,the newcomer beat the experienced ,46.0,52.0066032409668
beat,intimidate,beat5,beat5_4,the mob beat the criminalistinjuredbythecriminaltoadmissionofthecriminalactsandhisownimplicationthereinbyth,46.0,100.56355285644531
beat,physically harm,beat6,beat6_4,the criminal beat the victim ,45.0,39.53321075439453
belt,fasten,belt1,belt1_4,the belt belted the suitcase ,46.0,40.827850341796875
belt,strike,belt2,belt2_4,the man belted the thug ,45.0,28.392133712768555
belt,surround,belt3,belt3_4,the beltway belted the capital ,45.0,36.30781173706055
belt,win,belt4,belt4_4,the team belted the finals ,46.0,39.13268280029297
belt,tighten,belt5,belt5_4,the belts belted the carpentering ,46.0,67.96672058105469
box,to pack or contain something in a box,box1,box1_4,the new boxed the contents ,45.0,45.50102615356445
break,to shatter or shake apart,break1,break1_4,the vase broke the watercolorist ,46.0,70.58692932128906
break,to cause to separate or divide,break2,break2_4,the wave broke the beachcombers ,46.0,50.34829330444336
break,to interrupt or disrupt,break3,break3_4,the classroom broke the silence ,46.0,49.341705322265625
break,to exhaust or deplete,break4,break4_4,the heavy broke the carburetor ,45.0,72.93695068359375
break,to change or alter,break5,break5_4,the agreement broke the stalemate ,45.0,46.47479248046875
break,to violate or disobey,break6,break6_4,the rules broke the contractor ,45.0,53.01069259643555
build,construct,build1,build1_4,the contractors built the house ,47.0,41.44146728515625
build,develop,build2,build2_4,the project built the studentship ,45.0,87.07950592041016
build,establish,build3,build3_4,the new built the new ,46.0,71.1601333618164
build,improve,build4,build4_4,the economy built the foundation ,46.0,80.03401184082031
build,create,build5,build5_4,the first built the house ,47.0,77.16390228271484
burn,consume or destroy by fire,burn1,burn1_4,the burning burned the burning ,45.0,48.68998718261719
burn,cause to feel intense heat or pain,burn2,burn2_4,the fire burned the houseowner ,46.0,50.27838134765625
burn,char or scorch the surface of something,burn3,burn3_4,the fire burned the woodworker ,46.0,48.5479736328125
burn,use up or exhaust a resource,burn4,burn4_4,the electricity burned the popcornersoftlyuntilitwasreadytobepoppedinmymouthbutthentherelectricityw,46.0,86.49433898925781
burn,"experience a strong emotion, such as anger or passion",burn5,burn5_4,the wayward burned the cheeks ,45.0,77.83285522460938
burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_4,the candle burned the incense ,46.0,36.873085021972656
burn,have a strong desire or craving,burn7,burn7_4,the drug burned the criminal ,45.0,39.93342971801758
button,the act of pressing a button,button1,button1_4,the doorbell buttoned the doorbell ,45.0,78.07743835449219
cast,to throw or project something,cast1,cast1_4,the child cast the ballerina ,45.0,39.2250862121582
cast,to assign a role or part to someone,cast2,cast2_4,the director cast the actorascentageincentiveincidentinceptioninevitabilityinfluenceinfuriateinhabitinhumanelyins,45.0,89.8760986328125
cast,to vote or elect someone,cast3,cast3_4,the voters cast the candidate ,45.0,33.382965087890625
cast,to shape or form something using a mold or a cast,cast4,cast4_4,the casters cast the chocolateygoodnessesintochocolatechipcookiesinsquarepansandthenputtheminthe,46.0,79.8751220703125
cast,to predict or prophesy something,cast5,cast5_4,the old cast the future ,45.0,62.282405853271484
catch,seize or take hold of something physically,catch1,catch1_4,the fisherman caught the fish ,47.0,41.83404541015625
catch,"identify or detect something, such as an error or a mistake",catch2,catch2_4,the spellchecker caught the typo ,45.0,41.512474060058594
catch,prevent or stop something from happening or continuing,catch3,catch3_4,the catcher caught the ball ,46.0,41.887630462646484
catch,"obtain or acquire something, such as a disease or an emotion",catch4,catch4_4,the youngster caught the chickenpox ,45.0,49.59724426269531
catch,"experience or undergo something, such as a feeling or a situation",catch5,catch5_4,the man caught the busesyndromeisnounsyndromeasadiseaseverbsdiseasesnobodyknowswhatitisin,45.0,109.0826416015625
chip,the act of breaking or cracking something into small pieces especially a hard or brittle substance,chip1,chip1_4,the car chipped the bumper ,45.0,44.51043701171875
chop,to cut or slice something using a sharp instrument such as a knife or axe,chop1,chop1_4,the lumberjack chopped the trees ,47.0,55.35366439819336
chuck,to throw or hurl something away or out of ones hand or from a place,chuck1,chuck1_4,the baseballer chucked the ball ,46.0,32.42113494873047
clean,to remove dirt stains or impurities from a surface or object using a cleaning agent water or other means,clean1,clean1_4,the window cleaned the woman ,45.0,51.98679733276367
clear,to remove something that is blocking or obscuring the view or understanding of something else,clear1,clear1_4,the windshield cleared the carrots ,45.0,55.38334655761719
coat,to cover or layer something with a substance such as paint varnish or a protective coating,coat1,coat1_4,the wallpapered coated the walls ,45.0,50.14094543457031
cover,protect or shield,cover1,cover1_4,the house covered the roof ,45.0,45.89677429199219
cover,conceal or hide,cover2,cover2_4,the leaves covered the carcasses ,46.0,49.11272430419922
cover,enclose or surround,cover3,cover3_4,the snow covered the trees ,45.0,42.2132453918457
cover,touch or reach,cover4,cover4_4,the ball covered the net ,46.0,27.825483322143555
cover,prevent or hinder,cover5,cover5_4,the government covered the events ,46.0,57.68342590332031
cover,provide for,cover6,cover6_4,the state covered the victimoftheaccidentwithinsurancepayments ,45.0,71.94064331054688
crash,"to collide violently, especially with a loud noise",crash1,crash1_4,the car crashed the gatepost ,45.0,43.209712982177734
crash,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash2,crash2_4,the newest crashed the programmers ,45.0,102.90064239501953
crash,to overwhelm or overpower someone emotionally or physically,crash3,crash3_4,the boy crashed the doorway ,45.0,39.778076171875
crash,to cause a party or event to fail or end prematurely,crash4,crash4_4,the promoter crashed the wedding ,45.0,44.646392822265625
crash,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash5,crash5_4,the investor crashed the global ,45.0,36.92121505737305
draw,"draw as in ""to pull or drag something""",draw1,draw1_4,the train drew the trainloadintootown ,46.0,60.246238708496094
draw,"draw as in ""to create a picture or diagram""",draw2,draw2_4,the artist drew the portrait ,45.0,37.27265930175781
draw,"draw as in ""to attract or entice someone""",draw3,draw3_4,the pretty drew the mannequinlike ,45.0,102.44287109375
draw,"draw as in ""to involve or engage someone in a situation""",draw4,draw4_4,the government drew the publicsireyiiraniancombatantsintowarbyblamingthemforprovokingtheattackfromafghan,45.0,115.59266662597656
draw,"draw as in ""to take or receive something, such as a prize or reward""",draw5,draw5_4,the student drew the shortest ,45.0,37.62769317626953
drop,drop (something) off,drop1,drop1_4,the package dropped the policewoman ,46.0,58.7432861328125
drop,drop (something) off a list or schedule,drop2,drop2_4,the committee dropped the meeting ,46.0,43.8349609375
drop,drop (something) on someone or something,drop3,drop3_4,the nail dropped the hammer ,46.0,46.146644592285156
drop,drop (something) in (a place),drop4,drop4_4,the bomb dropped the bombs ,45.0,77.57195281982422
drop,drop (something) on (a place),drop5,drop5_4,the bombs dropped the enemy ,46.0,52.017738342285156
drop,drop (something) with (a person or thing),drop6,drop6_4,the children dropped the balladresseswiththeirteacher ,46.0,62.316009521484375
earn,to gain or receive something in return for ones efforts or services,earn1,earn1_4,the boy earned the moneybymowinglawnsandrakingleavesinpeoplebymakinghouseslookgood ,45.0,127.27552032470703
encounter,meet or come across something or someone unexpectedly,encounter1,encounter1_4,the man encountered the woman ,45.0,33.15003967285156
encounter,"experience or undergo something, especially an unpleasant or challenging situation",encounter2,encounter2_4,the explorer encountered the jungle ,45.0,72.80206298828125
encounter,"come into contact with something or someone, often with the implication of a physical or sensory experience",encounter3,encounter3_4,the word encountered the meaningfulnessoflifeinthisparticulartimeandepocallatthistimeofmylifeanditbecameth,45.0,127.55762481689453
encounter,deal with or solve a problem or challenge,encounter4,encounter4_4,the situation encountered the unforseen ,46.0,54.18873977661133
fetch,to go and bring back something often something that is located at a distance or in a different place,fetch1,fetch1_4,the dog fetched the paperboya ,46.0,40.89070129394531
fight,the act of fighting against someone or something,fight1,fight1_4,the two fought the entiretyoftheirfightinthekitchenuntilthedoorwasforcedopenandpolicesprungin,45.0,123.00701141357422
fire,to dismiss or release someone from a job or position,fire1,fire1_4,the boss fired the officeboy ,46.0,49.99383544921875
fold,fold (something) in a specific way,fold1,fold1_4,the sentence folded the newspaper ,45.0,44.11705017089844
fold,fold (something) over,fold2,fold2_4,the leaves folded the wayside ,45.0,73.68809509277344
fold,fold (something) together,fold3,fold3_4,the sentence folded the pages ,46.0,55.98512649536133
fold,fold (something) up,fold4,fold4_4,the waiter folded the tablecloth ,45.0,27.172094345092773
fold,fold (something) over on itself,fold5,fold5_4,the leaves folded the letter ,45.0,49.8788948059082
grab,to take hold of something firmly often with ones hands or arms,grab1,grab1_4,the police grabbed the bankrobbers ,45.0,33.75700759887695
hack,to manipulate or control something using a computer or other digital technology,hack1,hack1_4,the government hacked the resultssoonerthanlater ,45.0,72.00899505615234
hack,to bypass security measures or gain unauthorized access to a system or network,hack2,hack2_4,the hacker hacked the computer ,45.0,41.54380798339844
hack,"to modify or customize something, often in a creative or unconventional way",hack3,hack3_4,the company hacked the firmware ,45.0,35.94248962402344
hack,to solve a problem or challenge in an innovative or outside-the-box way,hack4,hack4_4,the young hacked the system ,45.0,59.99513244628906
hack,"to experiment or tinker with something, often in a playful or exploratory manner",hack5,hack5_4,the student hacked the gameplayingbotcodebaseandmadeanewbotthatcouldsingatpartiesinpublicspaceswithoutpermissionfromtheteachers,45.0,115.42078399658203
hit,strike or collide with something,hit1,hit1_4,the ball hit the ground ,47.0,21.778705596923828
hit,reach or affect something,hit2,hit2_4,the bullet hit the wall ,45.0,23.539329528808594
hit,play a musical note,hit3,hit3_4,the guitarist hit the highest ,45.0,41.871070861816406
hit,be popular or successful,hit4,hit4_4,the song hit the top ,45.0,36.45144271850586
hit,use violence or force,hit5,hit5_4,the car hit the guardrail ,46.0,28.175106048583984
hit,cause a reaction or response,hit6,hit6_4,the sight hit the audience ,45.0,46.13683319091797
hit,fulfill a requirement or expectation,hit7,hit7_4,the bill hit the mark ,45.0,28.11757469177246
insult,to hurt or offend someone with a word or action intentionally or unintentionally,insult1,insult1_4,the speaker insulted the listenerbyinsertinguntrueinformationintoconversationormakingfunofhiminfrontofothersintheclassroom,45.0,81.76573181152344
kick,to strike or forcefully push something with ones foot,kick1,kick1_4,the police kicked the doorjamb ,47.0,37.747276306152344
kill,cause death,kill1,kill1_4,the lion killed the hunter ,46.0,27.685977935791016
kill,end or terminate,kill2,kill2_4,the presidentiallysponsoredwarinthenewsisgoingtokillallthedonkeysintheworldwhetherornotyoulikethem,46.0,94.76103973388672
kill,remove or destroy,kill3,kill3_4,the bill killed the project ,46.0,58.165382385253906
kill,ruin or spoil,kill4,kill4_4,the heat killed the salad ,46.0,45.45068359375
know,recognize or be familiar with,know1,know1_4,the youngsters knew the parkkeeperbysight ,47.0,71.7188949584961
know,be aware of,know2,know2_4,the subject knew the otherworldlyness ,45.0,55.603965759277344
know,understand or comprehend,know3,know3_4,the bookstorekeeper knew the secretlystolenbookwasnoknowingthebookhadbeenstolennotknowingthatthestoreroom,45.0,100.82838439941406
know,have knowledge of,know4,know4_4,the president knew the contentsofthissecretdocuments ,46.0,60.01460266113281
know,be acquainted with,know5,know5_4,the children knew the names ,45.0,35.503936767578125
know,be conscious of,know6,know6_4,the baby knew the sensationofherfingersinmudandscrabbedthemtowardherfaceforahappyscratch,46.0,105.83760833740234
launch,start or begin something,launch1,launch1_4,the spacecraft launched the satelite ,47.0,50.459877014160156
launch,set in motion or put into action,launch2,launch2_4,the committee launched the plan ,47.0,42.870113372802734
launch,send or propel something forward,launch3,launch3_4,the rocket launched the spaceship ,45.0,30.994945526123047
launch,begin an attack or offensive,launch4,launch4_4,the enemy launched the attacking ,45.0,38.200408935546875
launch,launch a legal action,launch5,launch5_4,the state launched the project ,47.0,35.80165100097656
mail,to send something typically a letter or package through the postal service,mail1,mail1_4,the teacher mailed the grades ,46.0,30.14305877685547
meet,encounter face-to-face,meet1,meet1_4,the president met the prince ,46.0,29.12049674987793
meet,become acquainted with,meet2,meet2_4,the two met the verb ,46.0,58.8178596496582
meet,satisfy a condition or requirement,meet3,meet3_4,the proposed met the statehoodspecifications ,45.0,61.54071044921875
meet,experience or undergo something,meet4,meet4_4,the newcomers met the communitys ,45.0,59.642906188964844
meet,talk or communicate with someone,meet5,meet5_4,the teacher met the classroom ,46.0,35.865108489990234
meet,have a meeting or appointment,meet6,meet6_4,the board met the committee ,45.0,49.312862396240234
murder,to kill someone in a deliberate and premeditated way often with malice aforethought,murder1,murder1_4,the man murdered the childhoodfriendhehadalwayslovedinanutterlyunexpectedfashionwhentheywerewalkingaloneget,46.0,89.44248962402344
pass,transfer (physical object or information),pass1,pass1_4,the man passed the booklettohiswife ,45.0,52.43526840209961
pass,move past (physical location or time),pass2,pass2_4,the train passed the station ,45.0,35.65290069580078
pass,complete successfully (test or challenge),pass3,pass3_4,the test passed the bill ,46.0,48.38166809082031
pass,survive or endure (difficult situation),pass4,pass4_4,the child passed the test ,45.0,40.83893585205078
pass,transfer ownership or responsibility (rights or property),pass5,pass5_4,the newest passed the oldest ,45.0,84.45423126220703
phone,to phone someone means to contact them by phone to call them on the phone,phone1,phone1_4,the sentence phoned the doctor ,45.0,67.13799285888672
pinch,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,pinch1,pinch1_4,the baker pinched the dough ,45.0,35.36984634399414
pitch,to propose or suggest an idea or plan to someone,pitch1,pitch1_4,the teacher pitched the idea ,45.0,40.657737731933594
pitch,"to throw or hurl something, especially a ball or other object",pitch2,pitch2_4,the pitcher pitched the baseballsixteenfeetoverthemiddleoftheninethesedaytheyplayedthegame ,46.0,77.76425170898438
pitch,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch3,pitch3_4,the pitcher pitched the piano ,45.0,42.020957946777344
pitch,"to place or position something at a certain angle or height, such as a tent or a camping hammock",pitch4,pitch4_4,the boys pitched the tents ,46.0,29.822032928466797
pitch,"to sell or offer something, especially a product or service",pitch5,pitch5_4,the company pitched the newest ,46.0,45.155242919921875
pitch,"to test the depth or soundness of something, such as a well or a mine shaft",pitch6,pitch6_4,the surveyors pitched the well ,46.0,39.1797981262207
pitch,"to tilt or slant something, such as a surface or a line",pitch7,pitch7_4,the road pitched the wayside ,45.0,53.60562515258789
pitch,"to move or travel at a certain speed or angle, especially through the air",pitch8,pitch8_4,the ball pitched the ballistically ,46.0,67.19703674316406
place,to put or set something in a particular location or position,place1,place1_4,the coach placed the player ,45.0,30.723831176757812
post,place or position something,post1,post1_4,the man posted the sign ,46.0,46.51585388183594
post,send or transmit information,post2,post2_4,the website posted the resultsofthetestonlineyesterdayafternoon ,46.0,58.48044967651367
post,publish or make available,post3,post3_4,the text posted the weekend ,47.0,55.945106506347656
post,assign or allocate,post4,post4_4,the officer posted the manpower ,45.0,37.758697509765625
post,place under surveillance,post5,post5_4,the police posted the house ,49.0,40.91990280151367
push,to apply force to something to move it or keep it moving,push1,push1_4,the breeze pushed the leaflets ,46.0,39.14512252807617
push,to urge or encourage someone to do something,push2,push2_4,the president pushed the newest ,46.0,38.650169372558594
push,to promote or advocate for something,push3,push3_4,the primeminister pushed the newbilltoparliamenttoday ,47.0,60.07527542114258
push,to introduce or present something to someone,push4,push4_4,the salesperson pushed the newest ,46.0,45.252864837646484
push,to communicate or transmit information to someone,push5,push5_4,the satellite pushed the signals ,45.0,33.33201599121094
reach,physical reach,reach1,reach1_4,the arm reached the cookie ,45.0,43.62565994262695
reach,metaphorical reach,reach2,reach2_4,the president reached the age ,45.0,47.50782775878906
reach,cognitive reach,reach3,reach3_4,the dog reached the conclusionthatyouweresmartandwouldletitseethefatcatbutonlyafterithadfinisheditsdogfood,45.0,99.70362854003906
reach,emotional reach,reach4,reach4_4,the author reached the emotions ,46.0,36.62754440307617
reach,physical distance,reach5,reach5_4,the bridge reached the other ,45.0,48.89900207519531
recall,bring to mind or remember,recall1,recall1_4,the movie recalled the joysofchildhoodforher ,45.0,58.19219207763672
recall,regain consciousness or control,recall2,recall2_4,the driver recalled the imageofthecarcrashingintoherhouseandtrembledinshockashewentbackhomeandlookedaround,46.0,118.3277587890625
recall,retrieve or regain possession of something,recall3,recall3_4,the doctor recalled the medicine ,46.0,31.492935180664062
recall,withdraw or take back something,recall4,recall4_4,the mayor recalled the budgetaryvoteinordertofundtheconstructionofthecityhallnewaddition ,46.0,80.42063903808594
recall,restore or revive a memory or skill,recall5,recall5_4,the film recalled the pleasures ,45.0,46.965553283691406
remove,to take something away or to take something out of a place,remove1,remove1_4,the cat removed the mousecarcassfromthetabletopandateasefrommybackpocketwhenweweresittingonacouchinmyl,45.0,88.95555877685547
roll,to cause something to move or rotate by turning or rotating it oneself,roll1,roll1_4,the boulder rolled the resting ,46.0,73.76781463623047
sack,to force someone to leave their job or position often due to poor performance or misconduct,sack1,sack1_4,the school sacked the maths ,46.0,34.42393112182617
save,store or preserve something for future use,save1,save1_4,the cake saved the family ,45.0,76.57442474365234
save,prevent something from harm or danger,save2,save2_4,the goalkeeper saved the goal ,45.0,27.35028076171875
save,spend less than one expects to spend,save3,save3_4,the restaurant saved the mealworms ,45.0,46.639461517333984
save,preserve or maintain something in its current state,save4,save4_4,the doctor saved the patient ,45.0,42.99549102783203
save,convert or transform something,save5,save5_4,the scientist saved the species ,45.0,46.29612731933594
see,perceive with the eyes,see1,see1_4,the boy saw the man ,48.0,26.918014526367188
see,understand or comprehend,see2,see2_4,the man saw the joke ,45.0,44.58320617675781
see,detect or notice,see3,see3_4,the policeman saw the robbery ,45.0,43.99690246582031
see,envision or imagine,see4,see4_4,the image saw the cat ,45.0,52.41767501831055
see,observe or witness,see5,see5_4,the policeman saw the murderer ,45.0,32.15871810913086
sense,perceive,sense1,sense1_4,the man sensed the presence ,45.0,45.73166275024414
sense,understand,sense2,sense2_4,the student sensed the question ,45.0,44.8489990234375
sense,make sense,sense3,sense3_4,the teacher sensed the pupils ,45.0,38.737449645996094
sense,have a sense of,sense4,sense4_4,the words sensed the soundingnessnessnessnessnessednessessensefulnesssensefullermentnessnessnessnessenessensitynessens,45.0,123.09666442871094
sense,be sensible,sense5,sense5_4,the author sensed the neednominatee ,46.0,76.34281158447266
set,place or locate,set1,set1_4,the crane set the beam ,46.0,42.88356018066406
set,arrange or organize,set2,set2_4,the company set the desksinfrontofthewindowssoemployeeshadanicedaylightviewofthetownwhileworkingatdeskswith,46.0,98.56977844238281
set,determine or fix,set3,set3_4,the court set the dateofnexthearingasaprilthirteenanditissettodaythattherewillbenoadjournmentsofther,45.0,93.96963500976562
set,put into a particular state or condition,set4,set4_4,the sky set the stageforaweatherfronttoapproachtheareaandbringthunderstormswithitinthecominghours ,46.0,94.28168487548828
set,assign or allocate,set5,set5_4,the government set the salary ,45.0,33.17867660522461
shape,to give it a particular form or figure to mold or fashion it into a specific shape or design,shape1,shape1_4,the sculptor shaped the clayintoaheadandarmswithlonghandsandfingerslikeanartistbutitwasnotyetal,48.0,90.083251953125
